Name,Data Type,Statistical Method,Effect Measure,Analysis Model,Events 1,Mean 1,SD 1,Total 1,Events 2,Mean 2,SD 2,Total 2,Effect Estimate,SE,CI Start,CI End,Weight,Q,P(Q),I²(Q),Tau²,Z,P(Z),Qint,P(Qint),I²(Qint),df,Year of study
SIIL Kulkarni 2017-IND,,,,,90,0,0,3749,140,0,0,3751,0.64320009,0.13311888,0.49549024,0.8349435,53.18700511,,,,,,,,,,,2017
Rotavirus diarrhoea: severe (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,245,,,5529,418,,,5479,0.55816547,,0.42128117,0.73952673,100,2.64831912,0.10365951,62.24020005,0.02655999,4.06196708,0.00004866,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,59,0,0,1780,122,0,0,1728,0.46947873,0.15493667,0.34652421,0.63606024,40.75302599,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,186,0,0,3749,296,0,0,3751,0.6287136,0.09067188,0.5263478,0.75098783,59.24697401,,,,,,,,,,,2017
All-cause diarrhoea: severe cases (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,738,,,5529,792,,,5479,0.92216361,,0.84027654,1.01203079,100,0.02862527,0.86564719,0,0,1.70790692,0.08765361,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,266,0,0,1780,283,0,0,1728,0.91247072,0.07843766,0.78244295,1.06410673,36.58829171,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,472,0,0,3749,509,0,0,3751,0.92780314,0.05958143,0.82554363,1.04272947,63.41170829,,,,,,,,,,,2017
All-cause diarrhoea: severe cases (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,1245,,,5529,1312,,,5479,0.94307237,,0.88135074,1.00911641,100,0.39990253,0.52714002,0,0,1.69718392,0.0896619,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,311,0,0,1780,333,0,0,1728,0.90665047,0.07125964,0.78846711,1.04254834,23.48723036,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,934,0,0,3749,979,0,0,3751,0.95454368,0.0394814,0.88346466,1.03134136,76.51276964,,,,,,,,,,,2017
All-cause death,DIC,MH,Risk Ratio,Random,74,,,5791,65,,,5795,1.14011162,,0.81976437,1.58564407,100,0.17740134,0.67361607,0,0,0.77911558,0.43591164,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,58,0,0,2042,49,0,0,2044,1.1848328,0.19149567,0.81405859,1.72448124,77.24263735,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,16,0,0,3749,16,0,0,3751,1.00053348,0.35279834,0.50110546,1.99771768,22.75736265,,,,,,,,,,,2017
All serious adverse events,DIC,MH,Risk Ratio,Random,1504,,,5821,1535,,,5825,0.98171508,,0.92395425,1.04308682,100,0.52633247,0.46815293,0,0,0.59647649,0.55085696,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,395,0,0,2042,419,0,0,2044,0.94364409,0.06276406,0.83441741,1.06716874,24.29850806,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,1109,0,0,3749,1116,0,0,3751,0.99425773,0.03555893,0.92732328,1.06602352,75.70149194,,,,,,,,,,,2017
SIIL Zade 2014-INDc,,,,,0,0,0,30,0,0,0,30,0,0,0,0,0,,,,,,,,,,,2014
Serious adverse events: intussusception,DIC,MH,Risk Ratio,Random,7,,,5791,7,,,5795,0.97683048,,0.34826546,2.73985766,100,0.53005272,0.46658477,0,0,0.04454924,0.9644666,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,1,0,0,2042,0,0,0,2044,3.00293686,1.63269354,0.12240381,73.67115193,10.38735644,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,6,0,0,3749,7,0,0,3751,0.85760012,0.55586912,0.28848829,2.54942057,89.61264356,,,,,,,,,,,2017
Rotavirus diarrhoea: of any severity (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,338,,,5529,497,,,5479,0.67028928,,0.58738684,0.76489238,100,0.03306851,0.85570247,0,0,5.93880707,0,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,176,0,0,1780,252,0,0,1728,0.67800963,0.09224733,0.56586755,0.81237572,53.32287697,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,162,0,0,3749,245,0,0,3751,0.66157724,0.09859584,0.54532527,0.80261169,46.67712303,,,,,,,,,,,2017
Rotavirus diarrhoea: of any severity (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,764,,,5529,981,,,5479,0.77210713,,0.70786,0.8421855,100,0.42604115,0.51393793,0,0,5.83479412,0.00000001,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,233,0,0,1780,306,0,0,1728,0.73919365,0.08012065,0.6317706,0.86488238,30.60725889,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,531,0,0,3749,675,0,0,3751,0.78708633,0.05321078,0.70913557,0.87360572,69.39274111,,,,,,,,,,,2017
Rotavirus diarrhoea: requiring hospitalization,DIC,MH,Risk Ratio,Random,138,,,7498,216,,,7502,0.63974271,,0.51817231,0.7898352,100,0.23457424,0.62815267,0,0,4.15402382,0.00003267,0.23451859,0.62819344,0,1,
Up to 1 year follow-up,DIC,MH,Risk Ratio,Random,37,,,3749,63,,,3751,0.5876149,,0.39254414,0.87962406,27.29280719,0,1,0,0,2.5830975,0.00979176,,,,0,
SIIL Kulkarni 2017-IND,,,,,37,0,0,3749,63,0,0,3751,0.5876149,0.20583175,0.39254414,0.87962406,27.29280719,,,,,,,,,,,2017
Up to 2 years follow-up,DIC,MH,Risk Ratio,Random,101,,,3749,153,,,3751,0.66048288,,0.51584232,0.8456802,72.70719281,0,1,0,0,3.28907887,0.00100516,,,,0,
SIIL Kulkarni 2017-IND,,,,,101,0,0,3749,153,0,0,3751,0.66048288,0.12610949,0.51584232,0.8456802,72.70719281,,,,,,,,,,,2017
All-cause diarrhoea: of any severity (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,834,,,1780,835,,,1728,0.9696239,,0.90455488,1.03937365,100,0,1,0,0,0.870349,0.38410972,0,1,0,0,
SIIL Isanaka 2017-NER,,,,,834,0,0,1780,835,0,0,1728,0.9696239,0.03544212,0.90455488,1.03937365,100,,,,,,,,,,,2017
All-cause diarrhoea: of any severity (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,958,,,1780,970,,,1728,0.95877679,,0.90302518,1.01797043,100,0,1,0,0,1.37725814,0.16843245,0,1,0,0,
SIIL Isanaka 2017-NER,,,,,958,0,0,1780,970,0,0,1728,0.95877679,0.03056579,0.90302518,1.01797043,100,,,,,,,,,,,2017
Reactogenicity: fever,DIC,MH,Risk Ratio,Random,983,,,2601,1003,,,2616,0.98596875,,0.9274459,1.04818446,100,2.61832004,0.45428691,0,0,0.45261343,0.65082713,0,1,0,3,
After any dose,DIC,MH,Risk Ratio,Random,983,,,2601,1003,,,2616,0.98596875,,0.9274459,1.04818446,100,2.61832004,0.45428691,0,0,0.45261343,0.65082713,,,,3,
SIIL Isanaka 2017-NER,,,,,636,0,0,2044,635,0,0,2047,1.00304482,0.04657654,0.91553367,1.09892072,44.92966717,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,341,0,0,500,355,0,0,509,0.97785352,0.04224708,0.90014613,1.0622692,54.61023684,,,,,,,,,,,2017
SIIL Zade 2014-INDb,,,,,3,0,0,27,8,0,0,30,0.41666667,0.62286673,0.12291465,1.41245259,0.25123335,,,,,,,,,,,
SIIL Zade 2014-INDc,,,,,3,0,0,30,5,0,0,30,0.6,0.68313005,0.15727869,2.28893049,0.20886265,,,,,,,,,,,2014
Reactogenicity: diarrhoea,DIC,MH,Risk Ratio,Random,53,,,2601,67,,,2616,0.81619288,,0.57523604,1.15808254,100,2.27221407,0.51786496,0,0,1.13778659,0.25520962,0,1,0,3,
After any dose,DIC,MH,Risk Ratio,Random,53,,,2601,67,,,2616,0.81619288,,0.57523604,1.15808254,100,2.27221407,0.51786496,0,0,1.13778659,0.25520962,,,,3,
SIIL Isanaka 2017-NER,,,,,7,0,0,2044,15,0,0,2047,0.4673516,0.45666843,0.19095317,1.14382768,15.27973567,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,42,0,0,500,48,0,0,509,0.89075,0.20168842,0.59989927,1.32261465,78.33500378,,,,,,,,,,,2017
SIIL Zade 2014-INDb,,,,,1,0,0,27,2,0,0,30,0.55555556,1.1956712,0.05332984,5.78741559,2.22891894,,,,,,,,,,,
SIIL Zade 2014-INDc,,,,,3,0,0,30,2,0,0,30,1.5,0.87559504,0.26963944,8.34447667,4.15634161,,,,,,,,,,,2014
Reactogenicity: vomiting,DIC,MH,Risk Ratio,Random,153,,,2601,170,,,2616,0.9268931,,0.75823427,1.13306778,100,1.60599761,0.65803072,0,0,0.74084016,0.45879037,0,1,0,3,
After any dose,DIC,MH,Risk Ratio,Random,153,,,2601,170,,,2616,0.9268931,,0.75823427,1.13306778,100,1.60599761,0.65803072,0,0,0.74084016,0.45879037,,,,3,
SIIL Isanaka 2017-NER,,,,,49,0,0,2044,64,0,0,2047,0.76674872,0.18723089,0.53122907,1.10668566,29.95535638,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,85,0,0,500,86,0,0,509,1.00616279,0.13938428,0.76563917,1.32224631,54.05077623,,,,,,,,,,,2017
SIIL Zade 2014-INDb,,,,,11,0,0,27,13,0,0,30,0.94017094,0.31218872,0.5098839,1.73357384,10.77444935,,,,,,,,,,,
SIIL Zade 2014-INDc,,,,,8,0,0,30,7,0,0,30,1.14285714,0.44854261,0.47445145,2.75291062,5.21941804,,,,,,,,,,,2014
Adverse events requiring discontinuation,DIC,MH,Risk Ratio,Random,0,,,3749,0,,,3751,0,,0,0,0,0,0,0,�,0,0,0,0,0,0,
SIIL Kulkarni 2017-IND,,,,,0,0,0,3749,0,0,0,3751,0,0,0,0,0,,,,,,,,,,,2017
Dropouts before the end of the trial,DIC,MH,Risk Ratio,Random,256,,,5793,297,,,5798,0.93045723,,0.65707464,1.31758343,100,2.54773323,0.11045296,60.74942274,0.0413564,0.40609745,0.684671,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,47,0,0,2044,40,0,0,2047,1.17672456,0.21283524,0.77537025,1.78583159,36.35500134,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,209,0,0,3749,257,0,0,3751,0.81366341,0.09023528,0.68176763,0.97107595,63.64499866,,,,,,,,,,,2017
Subgroup analysis: severe cases of rotavirus diarrhoea by G and P types (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
G1,DIC,MH,Risk Ratio,Random,85,,,5529,143,,,5479,0.50147021,,0.24481935,1.02717522,100,1.97222463,0.16021225,49.29583649,0.16520641,1.88667268,0.05920436,,,,1,
SIIL Isanaka 2017-NER,,,,,4,0,0,1780,14,0,0,1728,0.27736758,0.56593999,0.09148011,0.84097809,27.5668053,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,81,0,0,3749,129,0,0,3751,0.62824195,0.13987238,0.47760333,0.82639279,72.4331947,,,,,,,,,,,2017
G2,DIC,MH,Risk Ratio,Random,66,,,5529,129,,,5479,0.50458026,,0.33645328,0.75672092,100,1.88084247,0.17023864,46.83233627,0.04007629,3.30811279,0.00093927,,,,1,
SIIL Isanaka 2017-NER,,,,,29,0,0,1780,69,0,0,1728,0.40801172,0.21871216,0.26576912,0.62638417,48.6343248,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,37,0,0,3749,60,0,0,3751,0.61699564,0.20775072,0.41062404,0.92708558,51.3656752,,,,,,,,,,,2017
G3,DIC,MH,Risk Ratio,Random,40,,,5529,52,,,5479,0.49988747,,0.11391475,2.19363596,100,3.70584077,0.05422258,73.01557026,0.87730323,0.91889555,0.35815022,,,,1,
SIIL Isanaka 2017-NER,,,,,2,0,0,1780,10,0,0,1728,0.1941573,0.77386013,0.04260326,0.88483984,38.57148818,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,38,0,0,3749,42,0,0,3751,0.90524457,0.22269257,0.58507248,1.40062601,61.42851182,,,,,,,,,,,2017
G4,DIC,MH,Risk Ratio,Random,0,,,1780,0,,,1728,0,,0,0,0,0,0,0,0,0,0,,,,0,
SIIL Isanaka 2017-NER,,,,,0,0,0,1780,0,0,0,1728,0,0,0,0,0,,,,,,,,,,,2017
G8,DIC,MH,Risk Ratio,Random,0,,,1780,1,,,1728,0.32360097,,0.0131917,7.93814471,100,0,1,0,0,0.69105329,0.48953206,,,,0,
SIIL Isanaka 2017-NER,,,,,0,0,0,1780,1,0,0,1728,0.32360097,1.63264412,0.0131917,7.93814471,100,,,,,,,,,,,2017
G9,DIC,MH,Risk Ratio,Random,63,,,5529,85,,,5479,0.73844527,,0.53438833,1.02042165,100,0.05553811,0.81369244,0,0,1.83745463,0.06614281,,,,1,
SIIL Isanaka 2017-NER,,,,,9,0,0,1780,13,0,0,1728,0.67208297,0.43231202,0.28803034,1.56822205,14.56982233,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,54,0,0,3749,72,0,0,3751,0.75040011,0.17853312,0.52884113,1.06478164,85.43017767,,,,,,,,,,,2017
G12,DIC,MH,Risk Ratio,Random,22,,,5529,28,,,5479,0.77754446,,0.44506938,1.35838459,100,0.1054522,0.7453824,0,0,0.88393235,0.37673274,,,,1,
SIIL Isanaka 2017-NER,,,,,9,0,0,1780,10,0,0,1728,0.87370787,0.4582255,0.35589673,2.14490716,38.58998535,,,,,,,,,,,2017
SIIL Kulkarni 2017-IND,,,,,13,0,0,3749,18,0,0,3751,0.72260751,0.36324276,0.35457628,1.4726355,61.41001465,,,,,,,,,,,2017
P4,DIC,MH,Risk Ratio,Random,31,,,1780,70,,,1728,0.42991974,,0.28314766,0.65277242,100,0,1,0,0,3.96168085,0.00007442,,,,0,
SIIL Isanaka 2017-NER,,,,,31,0,0,1780,70,0,0,1728,0.42991974,0.21308045,0.28314766,0.65277242,100,,,,,,,,,,,2017
P6,DIC,MH,Risk Ratio,Random,6,,,1780,31,,,1728,0.18789416,,0.07858849,0.44922885,100,0,1,0,0,3.75931177,0.00017038,,,,0,
SIIL Isanaka 2017-NER,,,,,6,0,0,1780,31,0,0,1728,0.18789416,0.44472939,0.07858849,0.44922885,100,,,,,,,,,,,2017
P8,DIC,MH,Risk Ratio,Random,17,,,1780,19,,,1728,0.86859846,,0.45300606,1.66545958,100,0,0,100,0,0.42414597,0.67145936,,,,0,
SIIL Isanaka 2017-NER,,,,,17,0,0,1780,19,0,0,1728,0.86859846,0.33213643,0.45300606,1.66545958,100,,,,,,,,,,,2017
Subgroup analysis: rotavirus diarrhoea of any severity by G and P types (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
G1,DIC,MH,Risk Ratio,Random,29,,,1780,46,,,1728,0.61201759,,0.38635968,0.96947364,100,0,1,0,0,2.09205925,0.03643322,,,,0,
SIIL Isanaka 2017-NER,,,,,29,0,0,1780,46,0,0,1728,0.61201759,0.23469424,0.38635968,0.96947364,100,,,,,,,,,,,2017
G2,DIC,MH,Risk Ratio,Random,113,,,1780,169,,,1728,0.64910578,,0.51636113,0.81597604,100,0,1,0,0,3.70217141,0.00021376,,,,0,
SIIL Isanaka 2017-NER,,,,,113,0,0,1780,169,0,0,1728,0.64910578,0.11673138,0.51636113,0.81597604,100,,,,,,,,,,,2017
G3,DIC,MH,Risk Ratio,Random,10,,,1780,14,,,1728,0.69341894,,0.30884394,1.55686988,100,0,1,0,0,0.88722229,0.37495924,,,,0,
SIIL Isanaka 2017-NER,,,,,10,0,0,1780,14,0,0,1728,0.69341894,0.41265975,0.30884394,1.55686988,100,,,,,,,,,,,2017
G4,DIC,MH,Risk Ratio,Random,1,,,1780,0,,,1728,2.91240876,,0.11872526,71.44330239,100,0,1,0,0,0.65475414,0.51262607,,,,0,
SIIL Isanaka 2017-NER,,,,,1,0,0,1780,0,0,0,1728,2.91240876,1.63264412,0.11872526,71.44330239,100,,,,,,,,,,,2017
G8,DIC,MH,Risk Ratio,Random,0,,,1780,1,,,1728,0.32360097,,0.0131917,7.93814471,100,0,1,0,0,0.69105329,0.48953206,,,,0,
SIIL Isanaka 2017-NER,,,,,0,0,0,1780,1,0,0,1728,0.32360097,1.63264412,0.0131917,7.93814471,100,,,,,,,,,,,2017
G9,DIC,MH,Risk Ratio,Random,33,,,1780,29,,,1728,1.10468811,,0.67374942,1.81126066,100,0,1,0,0,0.39465264,0.69309926,,,,0,
SIIL Isanaka 2017-NER,,,,,33,0,0,1780,29,0,0,1728,1.10468811,0.25228018,0.67374942,1.81126066,100,,,,,,,,,,,2017
G12,DIC,MH,Risk Ratio,Random,32,,,1780,34,,,1728,0.91368143,,0.56640532,1.47388048,100,0,1,0,0,0.3700184,0.71136878,,,,0,
SIIL Isanaka 2017-NER,,,,,32,0,0,1780,34,0,0,1728,0.91368143,0.2439698,0.56640532,1.47388048,100,,,,,,,,,,,2017
P4,DIC,MH,Risk Ratio,Random,118,,,1780,171,,,1728,0.66989947,,0.53490988,0.83895496,100,0,1,0,0,3.48939214,0.00048412,,,,0,
SIIL Isanaka 2017-NER,,,,,118,0,0,1780,171,0,0,1728,0.66989947,0.11481301,0.53490988,0.83895496,100,,,,,,,,,,,2017
P6,DIC,MH,Risk Ratio,Random,41,,,1780,61,,,1728,0.65249586,,0.44167056,0.96395567,100,0,1,0,0,2.14433803,0.03200581,,,,0,
SIIL Isanaka 2017-NER,,,,,41,0,0,1780,61,0,0,1728,0.65249586,0.19910596,0.44167056,0.96395567,100,,,,,,,,,,,2017
P8,DIC,MH,Risk Ratio,Random,62,,,1780,70,,,1728,0.85983949,,0.61486419,1.20241828,100,0,1,0,0,0.88259521,0.37745503,,,,0,
SIIL Isanaka 2017-NER,,,,,62,0,0,1780,70,0,0,1728,0.85983949,0.17109718,0.61486419,1.20241828,100,,,,,,,,,,,2017
Rotavac versus placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotavirus diarrhoea: severe (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,60,,,4532,70,,,2267,0.42876056,,0.30483864,0.60305878,100,0,1,0,0,4.86581787,0.00000114,0,1,0,0,
VAC Bhandari 2014-IND,,,,,60,0,0,4532,70,0,0,2267,0.42876056,0.174042,0.30483864,0.60305878,100,,,,,,,,,,,5109
Rotavirus diarrhoea: severe (2nd year of life),DIC,MH,Risk Ratio,Random,38,,,4339,37,,,2177,0.51528874,,0.32864868,0.80792196,100,0,1,0,0,2.88948354,0.00385875,0,1,0,0,
VAC Bhandari 2014-IND,,,,,38,0,0,4339,37,0,0,2177,0.51528874,0.22946242,0.32864868,0.80792196,100,,,,,,,,,,,5109
Rotavirus diarrhoea: severe (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,93,,,4354,102,,,2187,0.45797644,,0.34742244,0.60371005,100,0,1,0,0,5.54014041,0.00000003,0,1,0,0,
VAC Bhandari 2014-IND,,,,,93,0,0,4354,102,0,0,2187,0.45797644,0.14095988,0.34742244,0.60371005,100,,,,,,,,,,,5109
All-cause diarrhoea: severe cases (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,353,,,4532,211,,,2267,0.83686204,,0.71104048,0.98494825,100,0,1,0,0,2.1424054,0.03216087,0,1,0,0,
VAC Bhandari 2014-IND,,,,,353,0,0,4532,211,0,0,2267,0.83686204,0.08312901,0.71104048,0.98494825,100,,,,,,,,,,,5109
All-cause death,DIC,MH,Risk Ratio,Random,35,,,5549,18,,,2606,0.88325824,,0.4991436,1.56296726,100,0.98998984,0.31974509,0,0,0.42631019,0.66988184,0,1,0,1,
VAC Bhandari 2014-IND,,,,,30,0,0,4532,18,0,0,2267,0.83370109,0.29703051,0.46577646,1.49225553,96.10669101,,,,,,,,,,,5109
VAC Chandola 2017-IND,,,,,5,0,0,1017,0,0,0,339,3.67387033,1.47576918,0.20367926,66.26753739,3.89330899,,,,,,,,,,,2017
All serious adverse events,DIC,MH,Risk Ratio,Random,1020,,,5578,536,,,2632,0.92877906,,0.8463592,1.01922512,100,1.89171506,0.38834648,0,0,1.55832735,0.11915567,0,1,0,2,
VAC Bhandari 2006-IND,,,,,1,0,0,30,2,0,0,28,0.46666667,1.19622422,0.04474854,4.86670119,0.15709517,,,,,,,,,,,2006
VAC Bhandari 2014-IND,,,,,947,0,0,4531,515,0,0,2265,0.91921456,0.04832712,0.83614341,1.01053885,96.25119227,,,,,,,,,,,5109
VAC Chandola 2017-IND,,,,,72,0,0,1017,19,0,0,339,1.26315789,0.2501746,0.77358606,2.06256027,3.59171256,,,,,,,,,,,2017
Serious adverse events: intussusception,DIC,MH,Risk Ratio,Random,8,,,5764,3,,,2818,1.33392174,,0.35422593,5.0231986,100,0,1,0,0,0.42589387,0.67018519,0,1,0,0,
VAC Bhandari 2006-IND,,,,,0,0,0,30,0,0,0,28,0,0,0,0,0,,,,,,,,,,,2006
VAC Bhandari 2009-IND,,,,,0,0,0,185,0,0,0,184,0,0,0,0,0,,,,,,,,,,,2006
VAC Bhandari 2014-IND,,,,,8,0,0,4532,3,0,0,2267,1.33392174,0.67651428,0.35422593,5.0231986,100,,,,,,,,,,,5109
VAC Chandola 2017-IND,,,,,0,0,0,1017,0,0,0,339,0,0,0,0,0,,,,,,,,,,,2017
Rotavirus diarrhoea: of any severity (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,313,,,4532,236,,,2267,0.66342824,,0.5646183,0.77953022,100,0,1,0,0,4.98689919,0.00000061,0,1,0,0,
VAC Bhandari 2014-IND,,,,,313,0,0,4532,236,0,0,2267,0.66342824,0.08228251,0.5646183,0.77953022,100,,,,,,,,,,,5109
Rotavirus diarrhoea: of any severity (2nd year of life),DIC,MH,Risk Ratio,Random,194,,,4339,150,,,2177,0.6489022,,0.52768225,0.79796899,100,0,0,100,0,4.09904423,0.00004149,0,1,0,0,
VAC Bhandari 2014-IND,,,,,194,0,0,4339,150,0,0,2177,0.6489022,0.10550588,0.52768225,0.79796899,100,,,,,,,,,,,5109
Rotavirus diarrhoea: of any severity (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,406,,,4354,310,,,2187,0.6578467,,0.57269579,0.75565822,100,0,1,0,0,5.92134278,0,0,1,0,0,
VAC Bhandari 2014-IND,,,,,406,0,0,4354,310,0,0,2187,0.6578467,0.07072439,0.57269579,0.75565822,100,,,,,,,,,,,5109
Rotavirus diarrhoea: requiring medical attention,DIC,MH,Risk Ratio,Random,300,,,4532,218,,,2267,0.68837705,,0.58251295,0.81348055,100,0,1,0,0,4.38294218,0.00001171,0,1,0,0,
Up to 1 year follow-up (at least 1 rotavirus season),DIC,MH,Risk Ratio,Random,300,,,4532,218,,,2267,0.68837705,,0.58251295,0.81348055,100,0,1,0,0,4.38294218,0.00001171,,,,0,
VAC Bhandari 2014-IND,,,,,300,0,0,4532,218,0,0,2267,0.68837705,0.08519815,0.58251295,0.81348055,100,,,,,,,,,,,5109
Reactogenicity: fever,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
After dose 1,DIC,MH,Risk Ratio,Random,9,,,213,11,,,214,0.81403247,,0.33908412,1.9542315,100,0.65543839,0.41817528,0,0,0.46048701,0.6451667,,,,1,
VAC Bhandari 2006-IND,,,,,2,0,0,30,1,0,0,30,2,1.197219,0.19140591,20.89799668,13.92896795,,,,,,,,,,,2006
VAC Bhandari 2009-IND,,,,,7,0,0,183,10,0,0,184,0.70382514,0.48162006,0.27384766,1.80892478,86.07103205,,,,,,,,,,,2006
After dose 2,DIC,MH,Risk Ratio,Random,9,,,176,12,,,180,0.76704545,,0.33150028,1.7748363,100,0,1,0,0,0.61960869,0.53551545,,,,0,
VAC Bhandari 2009-IND,,,,,9,0,0,176,12,0,0,180,0.76704545,0.42802695,0.33150028,1.7748363,100,,,,,,,,,,,2006
After dose 3,DIC,MH,Risk Ratio,Random,13,,,177,12,,,181,1.10781544,,0.51976735,2.36116226,100,0,1,0,0,0.26518271,0.79086871,,,,0,
VAC Bhandari 2009-IND,,,,,13,0,0,177,12,0,0,181,1.10781544,0.38611116,0.51976735,2.36116226,100,,,,,,,,,,,2006
Reactogenicity: diarrhoea,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
After dose 1,DIC,MH,Risk Ratio,Random,41,,,213,46,,,214,0.89504943,,0.61479555,1.30305673,100,0.04145749,0.8386575,0,0,0.57859396,0.56286318,,,,1,
VAC Bhandari 2006-IND,,,,,5,0,0,30,5,0,0,30,1,0.57735027,0.32252142,3.10056928,11.01669188,,,,,,,,,,,2006
VAC Bhandari 2009-IND,,,,,36,0,0,183,41,0,0,184,0.88284686,0.20314713,0.59287921,1.31463301,88.98330812,,,,,,,,,,,2006
After dose 2,DIC,MH,Risk Ratio,Random,41,,,176,27,,,180,1.5530303,,1.00111591,2.40921466,100,0,1,0,0,1.96494225,0.04942092,,,,0,
VAC Bhandari 2009-IND,,,,,41,0,0,176,27,0,0,180,1.5530303,0.22403104,1.00111591,2.40921466,100,,,,,,,,,,,2006
After dose 3,DIC,MH,Risk Ratio,Random,40,,,177,10,,,181,4.09039548,,2.1114788,7.92398917,100,0,1,0,0,4.17523473,0.00002977,,,,0,
VAC Bhandari 2009-IND,,,,,40,0,0,177,10,0,0,181,4.09039548,0.33738023,2.1114788,7.92398917,100,,,,,,,,,,,2006
Reactogenicity: vomiting,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
After dose 1,DIC,MH,Risk Ratio,Random,20,,,213,15,,,214,1.3400927,,0.70463214,2.54863262,100,0.10377813,0.74734203,0,0,0.89256573,0.37208979,,,,1,
VAC Bhandari 2006-IND,,,,,2,0,0,30,2,0,0,30,1,0.96609178,0.15054321,6.64261094,11.52506447,,,,,,,,,,,2006
VAC Bhandari 2009-IND,,,,,18,0,0,183,13,0,0,184,1.39218159,0.34868233,0.70290551,2.7573686,88.47493553,,,,,,,,,,,2006
After dose 2,DIC,MH,Risk Ratio,Random,12,,,176,8,,,180,1.53409091,,0.6426226,3.66223491,100,0,1,0,0,0.96392214,0.33508498,,,,0,
VAC Bhandari 2009-IND,,,,,12,0,0,176,8,0,0,180,1.53409091,0.44395491,0.6426226,3.66223491,100,,,,,,,,,,,2006
After dose 3,DIC,MH,Risk Ratio,Random,8,,,177,8,,,181,1.02259887,,0.39239647,2.66492828,100,0,1,0,0,0.04572827,0.96352683,,,,0,
VAC Bhandari 2009-IND,,,,,8,0,0,177,8,0,0,181,1.02259887,0.48869768,0.39239647,2.66492828,100,,,,,,,,,,,2006
Dropouts before the end of the trial,DIC,MH,Risk Ratio,Random,139,,,5579,83,,,2636,0.85341843,,0.56560957,1.28767802,100,2.33068419,0.31181602,14.18828804,0.03423309,0.75523955,0.45010527,0,1,0,2,
VAC Bhandari 2006-IND,,,,,2,0,0,30,2,0,0,30,1,0.96609178,0.15054321,6.64261094,4.55236881,,,,,,,,,,,2006
VAC Bhandari 2014-IND,,,,,113,0,0,4532,76,0,0,2267,0.74374913,0.14610163,0.55855319,0.99034932,79.25182288,,,,,,,,,,,5109
VAC Chandola 2017-IND,,,,,24,0,0,1017,5,0,0,339,1.6,0.48757926,0.61530688,4.16052558,16.19580831,,,,,,,,,,,2017
Subgroup analysis: severe cases of rotavirus diarrhoea by G and P types (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
G1P[8],DIC,MH,Risk Ratio,Random,25,,,4354,19,,,2187,0.66091676,,0.36478941,1.19743324,100,0,1,0,0,1.36574837,0.17201796,,,,0,
